Class,Family,Genus,Species,BodyMass,Invader_NZ
Aves,Ciconiidae,Leptoptilos,dubius,4970,0
Aves,Fregatidae,Fregata,magnificens,1490.52,0
Aves,Fregatidae,Fregata,aquila,1620,0
Aves,Fregatidae,Fregata,minor,1274.67,0
Aves,Fregatidae,Fregata,ariel,804.32,0
Aves,Fregatidae,Fregata,andrewsi,1473.09,0
Aves,Spheniscidae,Aptenodytes,patagonicus,11731.07,0
Aves,Spheniscidae,Aptenodytes,forsteri,33569.33,0
Aves,Spheniscidae,Pygoscelis,papua,5932.95,0
Aves,Spheniscidae,Pygoscelis,adeliae,4847.67,0
Aves,Spheniscidae,Pygoscelis,antarcticus,4146.08,0
Aves,Spheniscidae,Eudyptes,chrysocome,2327.85,0
Aves,Spheniscidae,Eudyptes,pachyrhynchus,3904.88,0
Aves,Spheniscidae,Eudyptes,robustus,3038.02,0
Aves,Spheniscidae,Eudyptes,sclateri,5888.95,0
Aves,Spheniscidae,Eudyptes,chrysolophus,4485.08,0
Aves,Spheniscidae,Eudyptes,schlegeli,4242.64,0
Aves,Spheniscidae,Megadyptes,antipodes,5326.24,0
Aves,Spheniscidae,Eudyptula,minor,1107.82,0
Aves,Spheniscidae,Spheniscus,demersus,3130.11,0
Aves,Spheniscidae,Spheniscus,humboldti,4366.39,0
Aves,Spheniscidae,Spheniscus,magellanicus,4105.1,0
Aves,Spheniscidae,Spheniscus,mendiculus,1921.86,0
Aves,Gaviidae,Gavia,stellata,1486,0
Aves,Gaviidae,Gavia,arctica,2251.1,0
Aves,Gaviidae,Gavia,immer,4956.81,0
Aves,Gaviidae,Gavia,adamsii,4944.34,0
Aves,Procellariidae,Macronectes,giganteus,3591.69,0
Aves,Procellariidae,Macronectes,halli,4206.3,0
Aves,Procellariidae,Fulmarus,glacialis,611.94,0
Aves,Procellariidae,Fulmarus,glacialoides,793.42,0
Aves,Procellariidae,Thalassoica,antarctica,708.43,0
Aves,Procellariidae,Daption,capense,429.62,0
Aves,Procellariidae,Pagodroma,nivea,268,0
Aves,Procellariidae,Lugensa,brevirostris,357,0
Aves,Procellariidae,Pseudobulweria,aterrima,232,0
Aves,Procellariidae,Pseudobulweria,rostrata,409,0
Aves,Procellariidae,Pseudobulweria,macgillivrayi,143,0
Aves,Procellariidae,Pterodroma,axillaris,165,0
Aves,Procellariidae,Pterodroma,nigripennis,173.65,0
Aves,Procellariidae,Pterodroma,cervicalis,444.99,0
Aves,Procellariidae,Pterodroma,inexpectata,316,0
Aves,Procellariidae,Pterodroma,hypoleuca,176,0
Aves,Procellariidae,Pterodroma,leucoptera,147.05,0
Aves,Procellariidae,Pterodroma,cookii,177.91,0
Aves,Procellariidae,Pterodroma,defilippiana,169,0
Aves,Procellariidae,Pterodroma,pycrofti,159,0
Aves,Procellariidae,Pterodroma,longirostris,143,0
Aves,Procellariidae,Pterodroma,alba,259,0
Aves,Procellariidae,Pterodroma,arminjoniana,394,0
Aves,Procellariidae,Pterodroma,phaeopygia,400.82,0
Aves,Procellariidae,Pterodroma,neglecta,501,0
Aves,Procellariidae,Pterodroma,externa,428,0
Aves,Procellariidae,Pterodroma,baraui,400,0
Aves,Procellariidae,Pterodroma,ultima,360,0
Aves,Procellariidae,Pterodroma,solandri,468.64,0
Aves,Procellariidae,Pterodroma,macroptera,531.78,0
Aves,Procellariidae,Pterodroma,magentae,465,0
Aves,Procellariidae,Pterodroma,lessonii,698,0
Aves,Procellariidae,Pterodroma,madeira,201.05,0
Aves,Procellariidae,Pterodroma,feae,311,0
Aves,Procellariidae,Pterodroma,mollis,312,0
Aves,Procellariidae,Pterodroma,incerta,520,0
Aves,Procellariidae,Pterodroma,cahow,246,0
Aves,Procellariidae,Pterodroma,hasitata,278,0
Aves,Procellariidae,Halobaena,caerulea,202,0
Aves,Procellariidae,Pachyptila,vittata,196,0
Aves,Procellariidae,Pachyptila,salvini,159,0
Aves,Procellariidae,Pachyptila,desolata,147,0
Aves,Procellariidae,Pachyptila,belcheri,145,0
Aves,Procellariidae,Pachyptila,turtur,137,0
Aves,Procellariidae,Pachyptila,crassirostris,138.33,0
Aves,Procellariidae,Bulweria,bulwerii,98.99,0
Aves,Procellariidae,Bulweria,fallax,173,0
Aves,Procellariidae,Procellaria,aequinoctialis,1213,0
Aves,Procellariidae,Procellaria,parkinsoni,702.2,0
Aves,Procellariidae,Procellaria,westlandica,1199,0
Aves,Procellariidae,Procellaria,cinerea,1131,0
Aves,Procellariidae,Calonectris,diomedea,534.99,0
Aves,Procellariidae,Calonectris,leucomelas,579.99,0
Aves,Procellariidae,Puffinus,pacificus,388,0
Aves,Procellariidae,Puffinus,bulleri,406.99,0
Aves,Procellariidae,Puffinus,carneipes,609,0
Aves,Procellariidae,Puffinus,creatopus,743.99,0
Aves,Procellariidae,Puffinus,gravis,848.99,0
Aves,Procellariidae,Puffinus,griseus,787,0
Aves,Procellariidae,Puffinus,tenuirostris,559,0
Aves,Procellariidae,Puffinus,nativitatis,356,0
Aves,Procellariidae,Puffinus,puffinus,453.26,0
Aves,Procellariidae,Puffinus,yelkouan,497,0
Aves,Procellariidae,Puffinus,auricularis,350.8,0
Aves,Procellariidae,Puffinus,opisthomelas,408,0
Aves,Procellariidae,Puffinus,gavia,228.86,0
Aves,Procellariidae,Puffinus,huttoni,364,0
Aves,Procellariidae,Puffinus,assimilis,226,0
Aves,Procellariidae,Puffinus,lherminieri,192.76,0
Aves,Procellariidae,Puffinus,heinrothi,444.34,0
Aves,Pelecanoididae,Pelecanoides,garnotii,219.72,0
Aves,Pelecanoididae,Pelecanoides,magellani,134,0
Aves,Pelecanoididae,Pelecanoides,georgicus,121,0
Aves,Pelecanoididae,Pelecanoides,urinatrix,152.06,0
Aves,Diomedeidae,Diomedea,exulans,6961.29,0
Aves,Diomedeidae,Diomedea,amsterdamensis,6270,0
Aves,Diomedeidae,Diomedea,epomophora,8905.61,0
Aves,Diomedeidae,Phoebastria,irrorata,3376.38,0
Aves,Diomedeidae,Phoebastria,albatrus,4411,0
Aves,Diomedeidae,Phoebastria,nigripes,3188.41,0
Aves,Diomedeidae,Phoebastria,immutabilis,3145.93,0
Aves,Diomedeidae,Thalassarche,melanophrys,3202.94,0
Aves,Diomedeidae,Thalassarche,cauta,3897.7,0
Aves,Diomedeidae,Thalassarche,chrysostoma,3499.03,0
Aves,Diomedeidae,Thalassarche,chlororhynchos,2128.84,0
Aves,Diomedeidae,Thalassarche,bulleri,2781.51,0
Aves,Diomedeidae,Phoebetria,fusca,2553.66,0
Aves,Diomedeidae,Phoebetria,palpebrata,3150,0
Aves,Hydrobatidae,Oceanites,oceanicus,30.41,0
Aves,Hydrobatidae,Oceanites,gracilis,16.7,0
Aves,Hydrobatidae,Garrodia,nereis,38.2,0
Aves,Hydrobatidae,Pelagodroma,marina,47.2,0
Aves,Hydrobatidae,Fregetta,tropica,52,0
Aves,Hydrobatidae,Fregetta,grallaria,50.58,0
Aves,Hydrobatidae,Nesofregetta,fuliginosa,70,0
Aves,Hydrobatidae,Hydrobates,pelagicus,25.2,0
Aves,Hydrobatidae,Halocyptena,microsoma,20.5,0
Aves,Hydrobatidae,Oceanodroma,tethys,22.6,0
Aves,Hydrobatidae,Oceanodroma,castro,46.14,0
Aves,Hydrobatidae,Oceanodroma,leucorhoa,36.71,0
Aves,Hydrobatidae,Oceanodroma,monorhis,39.8,0
Aves,Hydrobatidae,Oceanodroma,tristrami,89.05,0
Aves,Hydrobatidae,Oceanodroma,markhami,53.1,0
Aves,Hydrobatidae,Oceanodroma,matsudairae,62,0
Aves,Hydrobatidae,Oceanodroma,melania,61.5,0
Aves,Hydrobatidae,Oceanodroma,homochroa,36.9,0
Aves,Hydrobatidae,Oceanodroma,hornbyi,40.6,0
Aves,Hydrobatidae,Oceanodroma,furcata,59.73,0
Aves,Acanthisittidae,Acanthisitta,chloris,6.91,0
Aves,Acanthisittidae,Xenicus,gilviventris,17.59,0
Aves,Pittidae,Pitta,phayrei,100,0
Aves,Pittidae,Pitta,nipalensis,124,0
Aves,Pittidae,Pitta,soror,114,0
Aves,Pittidae,Pitta,oatesi,120,0
Aves,Pittidae,Pitta,schneideri,94.87,0
Aves,Pittidae,Pitta,caerulea,202,0
Aves,Pittidae,Pitta,cyanea,108.99,0
Aves,Pittidae,Pitta,guajana,81.5,0
Aves,Pittidae,Pitta,elliotii,94.87,0
Aves,Pittidae,Pitta,gurneyi,60.5,0
Aves,Pittidae,Pitta,baudii,66,0
Aves,Pittidae,Pitta,sordida,64.5,0
Aves,Pittidae,Pitta,maxima,190,0
Aves,Pittidae,Pitta,superba,115,0
Aves,Pittidae,Pitta,steerii,94.8,0
Aves,Pittidae,Pitta,kochi,116,0
Aves,Pittidae,Pitta,erythrogaster,72.39,0
Aves,Pittidae,Pitta,dohertyi,60,0
Aves,Pittidae,Pitta,arcuata,54,0
Aves,Pittidae,Pitta,granatina,62,0
Aves,Pittidae,Pitta,ussheri,55.34,0
Aves,Pittidae,Pitta,venusta,94.87,0
Aves,Pittidae,Pitta,angolensis,62.74,0
Aves,Pittidae,Pitta,reichenowi,94.87,0
Aves,Pittidae,Pitta,brachyura,55.5,0
Aves,Pittidae,Pitta,nympha,88.28,0
Aves,Pittidae,Pitta,moluccensis,76,0
Aves,Pittidae,Pitta,megarhyncha,106,0
Aves,Pittidae,Pitta,elegans,56.6,0
Aves,Pittidae,Pitta,iris,62.19,0
Aves,Pittidae,Pitta,versicolor,88.94,0
Aves,Pittidae,Pitta,anerythra,85.99,0
Aves,Eurylaimidae,Smithornis,capensis,23.2,0
Aves,Eurylaimidae,Smithornis,sharpei,37.5,0
Aves,Eurylaimidae,Smithornis,rufolateralis,19.04,0
Aves,Eurylaimidae,Pseudocalyptomena,graueri,31.79,0
Aves,Eurylaimidae,Corydon,sumatranus,140,0
Aves,Eurylaimidae,Cymbirhynchus,macrorhynchos,59.4,0
Aves,Eurylaimidae,Eurylaimus,javanicus,78.2,0
Aves,Eurylaimidae,Eurylaimus,ochromalus,33.3,0
Aves,Eurylaimidae,Eurylaimus,steerii,38.68,0
Aves,Eurylaimidae,Eurylaimus,samarensis,27.1,0
Aves,Eurylaimidae,Serilophus,lunatus,34,0
Aves,Eurylaimidae,Psarisomus,dalhousiae,67,0
Aves,Eurylaimidae,Calyptomena,viridis,58.5,0
Aves,Eurylaimidae,Calyptomena,hosii,92,0
Aves,Eurylaimidae,Calyptomena,whiteheadi,156.09,0
Aves,Philepittidae,Philepitta,castanea,35.4,0
Aves,Philepittidae,Philepitta,schlegeli,27.9,0
Aves,Philepittidae,Neodrepanis,coruscans,6.5,0
Aves,Philepittidae,Neodrepanis,hypoxantha,7.1,0
Aves,Sapayoaidae,Sapayoa,aenigma,20.8,0
Aves,Tyrannidae,Mionectes,striaticollis,15,0
Aves,Tyrannidae,Mionectes,olivaceus,15.31,0
Aves,Tyrannidae,Mionectes,oleagineus,11.17,0
Aves,Tyrannidae,Mionectes,macconnelli,13.5,0
Aves,Tyrannidae,Mionectes,rufiventris,13.3,0
Aves,Tyrannidae,Leptopogon,rufipectus,13.4,0
Aves,Tyrannidae,Leptopogon,taczanowskii,11.5,0
Aves,Tyrannidae,Leptopogon,amaurocephalus,11.7,0
Aves,Tyrannidae,Leptopogon,superciliaris,11.7,0
Aves,Tyrannidae,Pseudotriccus,pelzelni,10.9,0
Aves,Tyrannidae,Pseudotriccus,simplex,9.5,0
Aves,Tyrannidae,Pseudotriccus,ruficeps,11.3,0
Aves,Tyrannidae,Poecilotriccus,ruficeps,8.81,0
Aves,Tyrannidae,Poecilotriccus,capitalis,8,0
Aves,Tyrannidae,Poecilotriccus,albifacies,8,0
Aves,Tyrannidae,Taeniotriccus,andrei,9.5,0
Aves,Tyrannidae,Hemitriccus,minor,7.4,0
Aves,Tyrannidae,Hemitriccus,spodiops,7.19,0
Aves,Tyrannidae,Hemitriccus,josephinae,10.8,0
Aves,Tyrannidae,Hemitriccus,flammulatus,10,0
Aves,Tyrannidae,Hemitriccus,diops,10,0
Aves,Tyrannidae,Hemitriccus,obsoletus,11.6,0
Aves,Tyrannidae,Hemitriccus,zosterops,8.72,0
Aves,Tyrannidae,Hemitriccus,minimus,7,0
Aves,Tyrannidae,Hemitriccus,orbitatus,9.7,0
Aves,Tyrannidae,Hemitriccus,iohannis,10,0
Aves,Tyrannidae,Hemitriccus,striaticollis,8.6,0
Aves,Tyrannidae,Hemitriccus,nidipendulus,7.5,0
Aves,Tyrannidae,Hemitriccus,margaritaceiventer,8.4,0
Aves,Tyrannidae,Hemitriccus,inornatus,8.32,0
Aves,Tyrannidae,Hemitriccus,granadensis,7.9,0
Aves,Tyrannidae,Hemitriccus,rufigularis,9.4,0
Aves,Tyrannidae,Hemitriccus,cinnamomeipectus,7.5,0
Aves,Tyrannidae,Hemitriccus,mirandae,8.64,0
Aves,Tyrannidae,Hemitriccus,kaempferi,8.64,0
Aves,Tyrannidae,Hemitriccus,furcatus,8.64,0
Aves,Tyrannidae,Poecilotriccus,senex,6.96,0
Aves,Tyrannidae,Poecilotriccus,russatus,8,0
Aves,Tyrannidae,Poecilotriccus,plumbeiceps,5.7,0
Aves,Tyrannidae,Poecilotriccus,latirostris,8.1,0
Aves,Tyrannidae,Poecilotriccus,fumifrons,6.6,0
Aves,Tyrannidae,Poecilotriccus,sylvia,7.1,0
Aves,Tyrannidae,Todirostrum,maculatum,7.3,0
Aves,Tyrannidae,Todirostrum,poliocephalum,6.96,0
Aves,Tyrannidae,Todirostrum,cinereum,6.29,0
Aves,Tyrannidae,Todirostrum,viridanum,6.96,0
Aves,Tyrannidae,Todirostrum,nigriceps,6.5,0
Aves,Tyrannidae,Todirostrum,pictum,6.8,0
Aves,Tyrannidae,Todirostrum,chrysocrotaphum,7,0
Aves,Tyrannidae,Poecilotriccus,calopterus,7.53,0
Aves,Tyrannidae,Poecilotriccus,pulchellus,6.96,0
Aves,Tyrannidae,Corythopis,torquatus,14.3,0
Aves,Tyrannidae,Corythopis,delalandi,15,0
Aves,Tyrannidae,Phyllomyias,fasciatus,10.3,0
Aves,Tyrannidae,Phyllomyias,zeledoni,10.3,0
Aves,Tyrannidae,Phyllomyias,burmeisteri,11.1,0
Aves,Tyrannidae,Phyllomyias,reiseri,7.48,0
Aves,Tyrannidae,Phyllomyias,urichi,9.12,0
Aves,Tyrannidae,Phyllomyias,virescens,8.2,0
Aves,Tyrannidae,Phyllomyias,sclateri,9.2,0
Aves,Tyrannidae,Phyllomyias,griseocapilla,8,0
Aves,Tyrannidae,Phyllomyias,griseiceps,7.2,0
Aves,Tyrannidae,Phyllomyias,plumbeiceps,9,0
Aves,Tyrannidae,Phyllomyias,nigrocapillus,9.5,0
Aves,Tyrannidae,Phyllomyias,cinereiceps,9.5,0
Aves,Tyrannidae,Phyllomyias,uropygialis,8.99,0
Aves,Tyrannidae,Zimmerius,vilissimus,9.7,0
Aves,Tyrannidae,Zimmerius,improbus,10.9,0
Aves,Tyrannidae,Zimmerius,bolivianus,11,0
Aves,Tyrannidae,Zimmerius,cinereicapilla,11.8,0
Aves,Tyrannidae,Zimmerius,gracilipes,7.13,0
Aves,Tyrannidae,Zimmerius,viridiflavus,9.6,0
Aves,Tyrannidae,Zimmerius,chrysops,10.4,0
Aves,Tyrannidae,Ornithion,inerme,7,0
Aves,Tyrannidae,Ornithion,semiflavum,6.6,0
Aves,Tyrannidae,Ornithion,brunneicapillus,7.1,0
Aves,Tyrannidae,Camptostoma,imberbe,7.4,0
Aves,Tyrannidae,Camptostoma,obsoletum,8.1,0
Aves,Tyrannidae,Phaeomyias,murina,10,0
Aves,Tyrannidae,Nesotriccus,ridgwayi,11,0
Aves,Tyrannidae,Capsiempis,flaveola,7.7,0
Aves,Tyrannidae,Sublegatus,arenarum,12.3,0
Aves,Tyrannidae,Sublegatus,obscurior,16,0
Aves,Tyrannidae,Sublegatus,modestus,14,0
Aves,Tyrannidae,Suiriri,suiriri,14.53,0
Aves,Tyrannidae,Tyrannulus,elatus,7,0
Aves,Tyrannidae,Myiopagis,gaimardii,12.02,0
Aves,Tyrannidae,Myiopagis,caniceps,10.5,0
Aves,Tyrannidae,Myiopagis,subplacens,15.86,0
Aves,Tyrannidae,Myiopagis,flavivertex,11.84,0
Aves,Tyrannidae,Myiopagis,cotta,11.6,0
Aves,Tyrannidae,Myiopagis,viridicata,11.51,0
Aves,Tyrannidae,Pseudelaenia,leucospodia,11.9,0
Aves,Tyrannidae,Elaenia,martinica,20.79,0
Aves,Tyrannidae,Elaenia,flavogaster,24.8,0
Aves,Tyrannidae,Elaenia,spectabilis,27.3,0
Aves,Tyrannidae,Elaenia,ridleyana,33,0
Aves,Tyrannidae,Elaenia,albiceps,15.5,0
Aves,Tyrannidae,Elaenia,parvirostris,13.8,0
Aves,Tyrannidae,Elaenia,strepera,19.3,0
Aves,Tyrannidae,Elaenia,mesoleuca,17.6,0
Aves,Tyrannidae,Elaenia,gigas,31,0
Aves,Tyrannidae,Elaenia,pelzelni,19.84,0
Aves,Tyrannidae,Elaenia,cristata,18.2,0
Aves,Tyrannidae,Elaenia,ruficeps,18.74,0
Aves,Tyrannidae,Elaenia,chiriquensis,15.4,0
Aves,Tyrannidae,Elaenia,frantzii,19.6,0
Aves,Tyrannidae,Elaenia,obscura,23.9,0
Aves,Tyrannidae,Elaenia,dayi,19.84,0
Aves,Tyrannidae,Elaenia,pallatangae,17.8,0
Aves,Tyrannidae,Elaenia,fallax,14.4,0
Aves,Tyrannidae,Mecocerculus,leucophrys,10.98,0
Aves,Tyrannidae,Mecocerculus,poecilocercus,7.7,0
Aves,Tyrannidae,Mecocerculus,hellmayri,8,0
Aves,Tyrannidae,Mecocerculus,calopterus,7,0
Aves,Tyrannidae,Mecocerculus,minor,11,0
Aves,Tyrannidae,Mecocerculus,stictopterus,9.4,0
Aves,Tyrannidae,Serpophaga,cinerea,8.3,0
Aves,Tyrannidae,Serpophaga,nigricans,8.5,0
Aves,Tyrannidae,Serpophaga,hypoleuca,6.07,0
Aves,Tyrannidae,Serpophaga,subcristata,6.6,0
Aves,Tyrannidae,Serpophaga,munda,5.4,0
Aves,Tyrannidae,Inezia,tenuirostris,5,0
Aves,Tyrannidae,Inezia,inornata,12,0
Aves,Tyrannidae,Inezia,subflava,8.4,0
Aves,Tyrannidae,Stigmatura,napensis,9.77,0
Aves,Tyrannidae,Stigmatura,budytoides,11.08,0
Aves,Tyrannidae,Anairetes,agilis,10.1,0
Aves,Tyrannidae,Anairetes,agraphia,9.9,0
Aves,Tyrannidae,Anairetes,alpinus,9,0
Aves,Tyrannidae,Anairetes,nigrocristatus,6.85,0
Aves,Tyrannidae,Anairetes,reguloides,5.9,0
Aves,Tyrannidae,Anairetes,flavirostris,6,0
Aves,Tyrannidae,Anairetes,fernandezianus,6.85,0
Aves,Tyrannidae,Anairetes,parulus,6.2,0
Aves,Tyrannidae,Tachuris,rubrigastra,7.8,0
Aves,Tyrannidae,Culicivora,caudacuta,8,0
Aves,Tyrannidae,Polystictus,pectoralis,6.2,0
Aves,Tyrannidae,Polystictus,superciliaris,6,0
Aves,Tyrannidae,Pseudocolopteryx,sclateri,8,0
Aves,Tyrannidae,Pseudocolopteryx,dinelliana,7.89,0
Aves,Tyrannidae,Pseudocolopteryx,acutipennis,6.9,0
Aves,Tyrannidae,Pseudocolopteryx,flaviventris,7.5,0
Aves,Tyrannidae,Euscarthmus,meloryphus,6.8,0
Aves,Tyrannidae,Euscarthmus,rufomarginatus,6,0
Aves,Tyrannidae,Phylloscartes,ophthalmicus,9.2,0
Aves,Tyrannidae,Phylloscartes,venezuelanus,9,0
Aves,Tyrannidae,Phylloscartes,lanyoni,8,0
Aves,Tyrannidae,Phylloscartes,orbitalis,7.08,0
Aves,Tyrannidae,Phylloscartes,poecilotis,8,0
Aves,Tyrannidae,Phylloscartes,eximius,7.5,0
Aves,Tyrannidae,Phylloscartes,nigrifrons,9.1,0
Aves,Tyrannidae,Phylloscartes,chapmani,8.01,0
Aves,Tyrannidae,Phylloscartes,gualaquizae,8,0
Aves,Tyrannidae,Phylloscartes,flaviventris,8,0
Aves,Tyrannidae,Phylloscartes,roquettei,6,0
Aves,Tyrannidae,Phylloscartes,paulista,7.48,0
Aves,Tyrannidae,Phylloscartes,oustaleti,10,0
Aves,Tyrannidae,Phylloscartes,difficilis,6.9,0
Aves,Tyrannidae,Phylloscartes,ceciliae,7.6,0
Aves,Tyrannidae,Phylloscartes,ventralis,8.3,0
Aves,Tyrannidae,Phylloscartes,kronei,8.3,0
Aves,Tyrannidae,Phylloscartes,beckeri,8.7,0
Aves,Tyrannidae,Phylloscartes,flavovirens,8.8,0
Aves,Tyrannidae,Phylloscartes,virescens,8.5,0
Aves,Tyrannidae,Phylloscartes,superciliaris,7.71,0
Aves,Tyrannidae,Phylloscartes,sylviolus,8,0
Aves,Tyrannidae,Myiornis,albiventris,5.47,0
Aves,Tyrannidae,Myiornis,auricularis,5.3,0
Aves,Tyrannidae,Myiornis,atricapillus,5.7,0
Aves,Tyrannidae,Myiornis,ecaudatus,5.25,0
Aves,Tyrannidae,Lophotriccus,pileatus,7.47,0
Aves,Tyrannidae,Lophotriccus,vitiosus,6.7,0
Aves,Tyrannidae,Lophotriccus,eulophotes,6,0
Aves,Tyrannidae,Lophotriccus,galeatus,6.6,0
Aves,Tyrannidae,Atalotriccus,pilaris,6.8,0
Aves,Tyrannidae,Oncostoma,cinereigulare,6.4,0
Aves,Tyrannidae,Oncostoma,olivaceum,6.6,0
Aves,Tyrannidae,Cnipodectes,subbrunneus,23.2,0
Aves,Tyrannidae,Rhynchocyclus,brevirostris,24.3,0
Aves,Tyrannidae,Rhynchocyclus,olivaceus,21.3,0
Aves,Tyrannidae,Rhynchocyclus,fulvipectus,23.1,0
Aves,Tyrannidae,Rhynchocyclus,pacificus,24.95,0
Aves,Tyrannidae,Tolmomyias,sulphurescens,14.3,0
Aves,Tyrannidae,Tolmomyias,assimilis,17,0
Aves,Tyrannidae,Tolmomyias,poliocephalus,10.8,0
Aves,Tyrannidae,Tolmomyias,flaviventris,12.2,0
Aves,Tyrannidae,Platyrinchus,saturatus,10.7,0
Aves,Tyrannidae,Platyrinchus,cancrominus,9.2,0
Aves,Tyrannidae,Platyrinchus,mystaceus,9.7,0
Aves,Tyrannidae,Platyrinchus,coronatus,9.14,0
Aves,Tyrannidae,Platyrinchus,flavigularis,10,0
Aves,Tyrannidae,Platyrinchus,platyrhynchos,12,0
Aves,Tyrannidae,Platyrinchus,leucoryphus,16,0
Aves,Tyrannidae,Onychorhynchus,coronatus,14,0
Aves,Tyrannidae,Onychorhynchus,occidentalis,17,0
Aves,Tyrannidae,Onychorhynchus,swainsoni,17,0
Aves,Tyrannidae,Myiotriccus,ornatus,9.9,0
Aves,Tyrannidae,Myiophobus,flavicans,12.7,0
Aves,Tyrannidae,Myiophobus,phoenicomitra,11,0
Aves,Tyrannidae,Myiophobus,inornatus,11.2,0
Aves,Tyrannidae,Myiophobus,roraimae,13.62,0
Aves,Tyrannidae,Myiophobus,pulcher,9.5,0
Aves,Tyrannidae,Myiophobus,lintoni,9.8,0
Aves,Tyrannidae,Myiophobus,ochraceiventris,10.47,0
Aves,Tyrannidae,Myiophobus,fasciatus,9.9,0
Aves,Tyrannidae,Myiophobus,cryptoxanthus,9.8,0
Aves,Tyrannidae,Neopipo,cinnamomea,7.7,0
Aves,Tyrannidae,Terenotriccus,erythrurus,7.4,0
Aves,Tyrannidae,Myiobius,villosus,14.1,0
Aves,Tyrannidae,Myiobius,barbatus,11.9,0
Aves,Tyrannidae,Myiobius,atricaudus,10,0
Aves,Tyrannidae,Pyrrhomyias,cinnamomeus,9.9,0
Aves,Tyrannidae,Hirundinea,ferruginea,30.6,0
Aves,Tyrannidae,Cnemotriccus,fuscatus,13.6,0
Aves,Tyrannidae,Lathrotriccus,euleri,11.33,0
Aves,Tyrannidae,Lathrotriccus,griseipectus,11,0
Aves,Tyrannidae,Aphanotriccus,capitalis,11.8,0
Aves,Tyrannidae,Aphanotriccus,audax,11.22,0
Aves,Tyrannidae,Xenotriccus,callizonus,11.2,0
Aves,Tyrannidae,Xenotriccus,mexicanus,13.8,0
Aves,Tyrannidae,Mitrephanes,phaeocercus,8.59,0
Aves,Tyrannidae,Mitrephanes,olivaceus,10,0
Aves,Tyrannidae,Contopus,cooperi,32.1,0
Aves,Tyrannidae,Contopus,pertinax,27.2,0
Aves,Tyrannidae,Contopus,lugubris,21.5,0
Aves,Tyrannidae,Contopus,fumigatus,19.9,0
Aves,Tyrannidae,Contopus,ochraceus,23,0
Aves,Tyrannidae,Contopus,sordidulus,13.1,0
Aves,Tyrannidae,Contopus,virens,13.9,0
Aves,Tyrannidae,Contopus,cinereus,11.6,0
Aves,Tyrannidae,Contopus,nigrescens,9.5,0
Aves,Tyrannidae,Contopus,albogularis,9.6,0
Aves,Tyrannidae,Contopus,caribaeus,10.5,0
Aves,Tyrannidae,Contopus,pallidus,9.3,0
Aves,Tyrannidae,Contopus,hispaniolensis,11.7,0
Aves,Tyrannidae,Contopus,latirostris,11.2,0
Aves,Tyrannidae,Empidonax,flaviventris,11.8,0
Aves,Tyrannidae,Empidonax,virescens,12.6,0
Aves,Tyrannidae,Empidonax,alnorum,12.7,0
Aves,Tyrannidae,Empidonax,traillii,13.39,0
Aves,Tyrannidae,Empidonax,albigularis,9.58,0
Aves,Tyrannidae,Empidonax,minimus,10,0
Aves,Tyrannidae,Empidonax,hammondii,10.44,0
Aves,Tyrannidae,Empidonax,wrightii,12.3,0
Aves,Tyrannidae,Empidonax,oberholseri,10.4,0
Aves,Tyrannidae,Empidonax,affinis,11.3,0
Aves,Tyrannidae,Empidonax,difficilis,10.7,0
Aves,Tyrannidae,Empidonax,occidentalis,11.6,0
Aves,Tyrannidae,Empidonax,flavescens,12.5,0
Aves,Tyrannidae,Empidonax,fulvifrons,7.9,0
Aves,Tyrannidae,Empidonax,atriceps,9,0
Aves,Tyrannidae,Sayornis,phoebe,19.7,0
Aves,Tyrannidae,Sayornis,saya,20.9,0
Aves,Tyrannidae,Sayornis,nigricans,18.63,0
Aves,Tyrannidae,Pyrocephalus,rubinus,14.4,0
Aves,Tyrannidae,Ochthoeca,frontalis,9.99,0
Aves,Tyrannidae,Ochthoeca,jelskii,11.6,0
Aves,Tyrannidae,Ochthoeca,diadema,11.5,0
Aves,Tyrannidae,Ochthoeca,pulchella,12,0
Aves,Tyrannidae,Ochthoeca,cinnamomeiventris,12,0
Aves,Tyrannidae,Ochthoeca,rufipectoralis,9.98,0
Aves,Tyrannidae,Ochthoeca,fumicolor,16.6,0
Aves,Tyrannidae,Ochthoeca,oenanthoides,17.7,0
Aves,Tyrannidae,Ochthoeca,leucophrys,13.1,0
Aves,Tyrannidae,Ochthoeca,piurae,12.56,0
Aves,Tyrannidae,Tumbezia,salvini,12.2,0
Aves,Tyrannidae,Colorhamphus,parvirostris,10.6,0
Aves,Tyrannidae,Ochthornis,littoralis,13.4,0
Aves,Tyrannidae,Cnemarchus,erythropygius,41,0
Aves,Tyrannidae,Myiotheretes,striaticollis,61.2,0
Aves,Tyrannidae,Myiotheretes,pernix,48.1,0
Aves,Tyrannidae,Myiotheretes,fumigatus,33.4,0
Aves,Tyrannidae,Myiotheretes,fuscorufus,31.7,0
Aves,Tyrannidae,Xolmis,pyrope,35.3,0
Aves,Tyrannidae,Xolmis,cinereus,57.1,0
Aves,Tyrannidae,Xolmis,coronatus,46.8,0
Aves,Tyrannidae,Xolmis,velatus,49.08,0
Aves,Tyrannidae,Xolmis,irupero,28.7,0
Aves,Tyrannidae,Xolmis,dominicanus,42.8,0
Aves,Tyrannidae,Xolmis,rubetra,36.3,0
Aves,Tyrannidae,Xolmis,salinarum,49.08,0
